FI_CODE,FI_BRANCH,FI_NAME_THAI,FI_NAME_ENG,OPEN_DATE
002,0969,สาขาประตูน้ำ ขอนแก่น,PRATUNUM KHON KAEN  BRANCH,25511107
002,0970,สาขาหาดจอมเทียน สาย 2 พัทยา,JOMTIEN BEACH SECOND ROAD PATTAYA BRANCH,25520717
002,0971,สาขาโคลี่เซี่ยม ซีเนเพล็กซ์ พัทลุง,COLISEUM CINEPLEX PHATTHALUNG BRANCH,25510905
002,0972,สาขาเทสโก้ โลตัส หนองหาน อุดรธานี,TESCO LOTUS NONG HAN UDONTHANI BRANCH,25520123
002,0973,สาขาเทสโก้ โลตั ปราณบุรี,TESCO LOTUS PRANBURI BRANCH,25520116
002,0974,สาขาบิ๊กซี วารินชำราบ,BIG C WARINCHAMRAP BRANCH,25511030
002,0981,สาขาบุญสัมพันธ์ พัทยา,BOONSAMPHAN PATTAYA BEACH,25520716
002,0982,สาขาถนนอัสสัมชัญ ศรีราชา,,25520210
002,0983,สาขาบุญถาวร พัทยา,BOONTHAVORN PATTAYA BRANCH,25520310
002,0984,สาขาตลาดบ้านดู่ เชียงราย,TALAD BANDU CHIANG RAI BRANCH,25520306
002,0985,สาขามหาวิทยาลัยราชภัฎ ภูเก็ต,PHUKET RAJABHAT UNIVERSITY BRANCH,25520424
002,0986,สาขาศาลากลางจังหวัด ลพบุรี,LOPBURI PROVINCIAL OFFICE BRANCH,25511219
002,0987,สาขาบิ๊กซี มหาสารคาม,BIG C MAHASARAKHAM BRANCH,25520116
002,0992,สาขาเทสโก้ โลตัส วังน้ำเย็น,TESCO LOTUS WANGNAMYEN BRANCH,25541226
002,0995,สาขาโพนทอง ร้อยเอ็ด,PHON THONG ROIET BRANCH,25561129
002,1061,สาขาโรงพยาบาลเซนต์หลุยส์,SAINT LOUIS HOSPITAL BRANCH,25511212
002,1063,สาขาทีโอที แจ้งวัฒนะ,TOT CHAENG WATTHANA BRANCH,25511219
002,1064,สาขาเซ็นทรัล แจ้งวัฒนะ,CENTRAL CHAENGWATTANA BRANCH,25511127
002,1065,สาขาโฮมโปร บางนา,HOMEPRO BANGNA BRANCH,25520206
002,1066,สาขาบิ๊กซี สายไหม,BIG C SAIMAI BRANCH,25530716
002,1068,สาขาซีดับเบิ้ลยู ทาวเวอร์,CW TOWER BRANCH,25520624
002,1069,สาขาลาดพร้าว 101,LATPHRAO 11 BRANCH,25520324
002,1070,สาขาหมู่บ้าน ดี.เค.(บางบอน),MOOBAN D.K. (BRANCH) BRANCH,25520506
002,1071,สาขาปตท.ถนนรามอินทรา,PTT RAMINTHIRA ROAD BRANCH,25520320
002,1072,สาขาบิ๊กซี สุขาภิบาล 5,BIG C SUKHAPHIBAN 5 BRANCH,25530720
002,1073,สาขาเทสโก้ โลตัส รามอินทรา 109,TESCO LOTUS RAMINDRA 19 BRANCH,25520519
002,1074,สาขาบิ๊กซี ประชาอุทิศ 90,BIG C PRACHAUTHIT 9 BRANCH,25521001
002,1075,สาขาโรงพยาบาลบำรุงราษฎร์,BUMRUNGRAD INTERNATIONAL HOSPITAL BRANCH,25520715
002,1076,สาขานิคมอุตสาหกรรมนวนคร,NAVANAKORN INDUSTRIAL ESTATE BRANCH,25521103
002,1077,สาขานิคมอุตสาหกรรมบางปู,BANGPU INDUSTRIAL ESTATE BRANCH,25521009
002,1078,สาขามหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,KING MONGKUT UNIVERSITY OF TECHNOLOGY THONBURI BR,25520723
002,1079,สาขาบุญถาวร เกษตร-นวมินทร์,BOONTHAVORN KASET-NAVAMIN BRANCH,25520819
002,1080,สาขาเยาวราช,YAOWARAT BRANCH,25521002
002,1081,สาขามหาวิทยาลัยเกษตรศาสตร์,KASETSART UNIVERSITY BRANCH,25521022
002,1082,สาขาเอนเนอร์ยี่ คอมเพล็กซ์,ENERGY COMPLEX BRANCH,25521228
002,1083,สาขาคณะทันตแพทยศาสตร์ มหาวิทยาลัยมหิดล,FACULTY OF DENTISTRY MAHIDOL UNIVERSITY BRANCH,25541208
002,1084,สาขาซี.พี.ทาวเวอร์,C.P.TOWER BRANCH,25530423
002,1085,สาขาเหม่งจ๋าย,MENGJAI BRANCH,25530323
002,1086,สาขามหาวิทยาลัยรามคำแหง 2,RAMKHAMHAENG UNIVERSITY 2 BRANCH,25530115
002,1087,สาขาซิตี้ รีสอร์ท (สุขุมวิท 39),CITI RESORT (SUKHUMVIT 39) BRANCH,25530723
002,1088,สาขามหาวิทยาลัยศรีนครินทรวิโรฒ (ประสานมิตร),SRINAKARINWIROJ UNIVERSITY (Prasarnmit) BRANCH,25530827
002,1089,สาขาคริสตัล ดีไซน์ เซ็นเตอร์,CRYSTAL DESIGN CENTER BRANCH,25540112
002,1090,สาขาพาราไดซ์ พาร์ค,PARADISE PARK BRANCH,25530818
002,1091,สาขามหาวิทยาลัยราชภัฎสวนสุนันทา,SUAN SUNANDHA RAJABHAT UNIVERSITY BRANCH,25530617
002,1092,สาขามหาวิทยาลัยสวนดุสิต,SUAN DUSIT  UNIVERSITY BRANCH,25530610
002,1093,สาขาบิ๊กซี เคหะร่มเกล้า,BIG C KEHA ROMKLAO BRANCH,25540706
002,1094,สาขาเซ็นทรัล พระราม 3,CENTRAL RAMA 3 BRANCH,25530810
002,1095,สาขาเซ็นทรัล ลาดพร้าว 2,CENTRAL LADPRAO 2 BRANCH,25540828
002,1096,สาขาเดอะเซอร์เคิล ราชพฤกษ์,THE CIRCLE RATCHAPREUK BRANCH,25540323
002,1097,สาขาอาคารสมเด็จพระเทพรัตน์-ร.พ.รามาธิบดี,SOMDECH PHRA DEBARATANA BUILDING-RAMATHIBODI HOSPITAL BRANCH,25540728
002,1098,สาขาเทสโก้ โลตัส หนองจอก,TESCO LOTUS NONGJOK BRANCH,25540113
002,1099,สาขาอินทรา สแควร์,INDRA SQUARE BRANCH,25540819
002,1151,สาขาเอ็มไพร์ ทาวเวอร์,EMPIRE TOWER BRANCH,25540805
002,1152,สาขาถนนข้าวสาร,KHAO SAN ROAD BRANCH,25540308
002,1154,สาขาอมอรินี,AMORINI BRANCH,25540309
002,1155,สาขาเทสโก้ โลตัส พระราม 4,TESCO LOTUS RAMA IV BRANCH,25540701
002,1156,สาขาเมกาบางนา,MEGABANGNA BRANCH,25550503
002,1157,สาขาทรี ออน ธรี,TREE ON 3 BRANCH,25541123
002,1158,สาขาเทสโก้ โลตัส ประชาอุทิศ,TESCO LOTUS PRACHA UTHIT BRANCH,25540921
002,1160,สาขาโรงพยาบาลกรุงเทพ,BANGKOK HOSPITAL BRANCH,25541125
002,1161,สาขาเซ็นทรัล พระราม 9,CENTRAL RAMA 9 BRANCH,25541214
002,1162,สาขาอาคารกรุงเทพ ทาวเวอร์,BANGKOK TOWER BRANCH,25550208
002,1163,สาขามทร.พระนคร (ศูนย์เทเวศร์),RMUTP (THEWET) BRANCH,25550118
002,1164,สาขา รพ.ศิริราช ปิยมหาราชการุณย์,SIRIRAJ PIYAMAHARAJKARUN HOSPITAL BRANCH,25550229
002,1165,สาขามหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,RAJAMANGALA UNIVERSITY OF TECHNOLOGY KRUNGTHEP BRANCH,25550914
002,1166,สาขาเดอะซีน ทาวน์ อิน ทาวน์,THE SCENE TOWN IN TOWN BRANCH,25550921
002,1167,สาขามหาวิทยาลัยรามคำแหง,RAMKHAMHAENG UNIVERSITY BRANCH,25550817
002,1168,สาขามหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,KING MONGKUTS UNIVERSITY OF TECHNOLOGY NORTH BANGKOK BRANCH,25550615
002,1169,สาขาคลองถม,KLONGTHOM BRANCH,25560425
002,1170,สาขาฟอร์จูน ทาวน์ 2,FORTUNE TOWN 2 BRANCH,25550810
002,1171,สาขาบิ๊กซี คู้บอน,BIG C KHUBON BRANCH,25551001
002,1172,สาขาโรงพยาบาลจุฬาลงกรณ์,CHULALONGKORN HOSPITAL BRANCH,25560926
002,1173,สาขาเทสโก้ โลตัส พัฒนาการ,TESCO LOTUS PATTANAKARN BRANCH,25560207
002,1174,สาขาเทสโก้ โลตัส สุขาภิบาล 3,TESCO LOTUS SUKAPIBAL 3 BRANCH,25560516
002,1175,สาขาโอเรียนเต็ล 2,ORIENTAL 2 BRANCH,25561018
002,1176,สาขาเซ็นทรัล บางนา 2,CENTRAL BANGNA 2 BRANCH,25560726
002,1177,สาขาเบ็ล แกรนด์ พระราม 9,BELLE GRAND RAMA 9 BRANCH,25561009
002,1178,สาขาอาคารเกษมกิจ สีลม,KASEMKIJ BUILDING SILOM BRANCH,25561115
002,1179,สาขาเดอะวอล์ค เกษตร-นวมินทร์,THE WALK KASET NAWAMIN BRANCH,25560830
002,1180,สาขาเทสโก้ โลตัส อ่อนนุช 80,TESCO LOTUS ONNUT 8 BRANCH,25561129
002,1181,สาขาดิอัพ พระราม 3,THE UP RAMA 3 BRANCH,25570612
002,1182,สาขาสุขุมวิท 71,SUKHUMVIT 71 BRANCH,25571010
002,1183,สาขาซอยเซนต์หลุยส์ 3,SOI SAINT LOUIS 3 BRANCH,25570916
002,1184,สาขาสี่แยกราชวงศ์,SEEYAK RATCHAWONG BRANCH,25570425
002,1185,สาขาจรัญสนิทวงศ์ ซอย 70/2,CHARANSANITWONG SOI 7/2 BRANCH,25581014
002,1186,สาขาท่าเตียน 2,THA TIAN 2 BRANCH,25620816
002,1187,สาขาท่าน้ำศิริราช,THA NAM SIRIRAJ BRANCH,25570919
002,1188,สาขาตลาดนานาเจริญ,NANA CHAROEN MARKET BRANCH,25561226
002,1189,สาขาอุทยานวิทยาศาสตร์ 2,THAILAND SCIENCE PARK 2 BRANCH,25570801
002,1190,สาขาเดอะ ไนน์ ทาวเวอร์ส,THE 9th TOWERS BRANCH,25571114
002,1191,สาขามหาวิทยาลัยสยาม,SIAM UNIVERSITY BRANCH,25570304
002,1192,สาขามหาวิทยาลัยศรีปทุม,SRIPATUM UNIVERSITY BRANCH,25570418
002,1193,สาขาเดอะ พาซิโอ ทาวน์ (สุขาภิบาล 3),THE PASEO TOWN (SUKHAPHIBAN 3),25570606
002,1194,สาขาเซ็นทรัล เอ็มบาสซี,CENTRAL EMBASSY BRANCH,25570508
002,1195,สาขาออมนิ ลาดพร้าว 116,OMNI LADPRAO 116 BRANCH,25570718
002,1196,สาขาบิ๊กซี กัลปพฤกษ์,BIG C KALLAPAPREUK BRANCH,25570425
002,1197,สาขายอดพิมาน ริเวอร์วอล์ค,YODPIMAN RIVER WALK BRANCH,25571209
002,1198,สาขาไชน่า เวิลด์,CHINA WORLD BRANCH,25570815
002,1199,สาขาเพลินนารี่ มอลล์ วัชรพล,PLENARY MALL WATCHARAPHOL BRANCH,25571022
002,1221,สาขาเทสโก้ โลตัส ประชาชื่น,TESCO LOTUS PRACHACHUEN BRANCH,25590330
002,1222,สาขาวิทยาลัยเทคโนโลยีสยาม,SIAM TECHNOLOGY COLLEGE BRANCH,25590923
002,1223,สาขาเอไอเอ แคปปิตอล เซ็นเตอร์ (ถนนรัชดาภิเษก),AIA CAPITAL CENTER (RATCHADAPISEK ROAD) BRANCH,25580312
002,1224,สาขาดิ เอ็มควอเทียร์,THE EMQUARTIER BRANCH,25580327
002,1225,สาขาเดอะ พาซิโอ พาร์ค (กาญจนาภิเษก),THE PASEO PARK (KANCHANAPISEK) BRANCH,25580515
002,1226,สาขาเดอะแจส รามอินทรา,THE JAS RAMINTRA BRANCH,25581022
002,1227,สาขาเมโทร เวสต์ทาวน์ (กัลปพฤกษ์),METRO WEST TOWN (KALAPAPRUEK) BRANCH,25581223
002,1228,สาขาเดอะ ไบรท์ พระราม 2,THE BRIGHT RAMA 2 BRANCH,25590127
002,1229,สาขาเดอะ คริสตัล 2,THE CRYSTAL 2 BRANCH,25590114
002,1230,สาขาเซ็นทรัล เฟสติวัล อีสต์วิลล์,CENTRAL FESTIVAL EAST VILLE BRANCH,25581127
002,1231,สาขาโรงพยาบาลพระมงกุฎเกล้า,PHRAMONGKUTKLAO HOSPITAL BRANCH,25590330
002,1233,สาขาอาคารสินธร ทาวเวอร์,SINDHORN TOWER BRANCH,25590708
002,1234,สาขามหาวิทยาลัยกรุงเทพธนบุรี,BANGKOKTHONBURI UNIVERSITY BRANCH,25590825
002,1235,สาขาอาคารซันทาวเวอร์ส,SUNTOWERS BRANCH,25600324
002,1236,สาขาท่าอากาศยานดอนเมือง อาคาร 2,DON MUANG AIRPORT TERMINAL 2 BRANCH,25591209
002,1237,สาขาเอ็ม ทาวเวอร์,M TOWER BRANCH,25600203
002,1238,สาขาจี ทาวเวอร์,G Tower Branch,25600504
002,1239,สาขาอาคารเพิร์ล แบงก์ค็อก,PEARL BANGKOK TOWER BRANCH,25601002
002,1240,สาขาพระที่นั่งอัมพรสถาน,AMPORN SATHAN PALACE BRANCH,25610104
002,1241,สาขาอาวานี ริเวอร์ไซด์,Avani Riverside Branch,25601219
002,1242,สาขาวัน-โอ-วัน เดอะเทิร์ดเพลส,11 THE THIRD PLACE BRANCH,25620405
002,1624,สาขาสุวินทวงศ์,SUWINTAWONG BRANCH,25551122
002,1625,สาขาโรบินสัน ฉะเชิงเทรา,ROBINSON CHACHOENGSAO BRANCH,25570912
002,1630,สาขามหาวิทยาลัยมหิดล ศาลายา,MAHIDOL UNIVERSITY SALAYA BRANCH,25520126
002,1631,สาขาพุทธมณฑล สาย 5,PHUTTHAMONTHON SAI 5 BRANCH,25550525
002,1632,สาขาหน้ามหาวิทยาลัยศิลปากร นครปฐม,THE FRONT SILPAKORN UNIVERSITY NAKHON PATHOM BRANCH,25571204
002,1633,สาขาเซ็นทรัล พลาซ่า ศาลายา,CENTRAL PLAZA SALAYA BRANCH,25570812
002,1634,สาขาคลองโยง ศาลายา นครปฐม,Khlong Yong Salaya Nakhon Pathom,25600309
002,1635,สาขาเทสโก้ โลตัส วัดลาดปลาดุก,TESCO LOTUS WAT LADPLADUK BRANCH,25520403
002,1636,สาขาถนนบางบัวทอง-สุพรรณบุรี กม.28,BANGBUATHONG-SUPHANBURI ROAD KM.28,25520515
002,1637,สาขาเดอะวอล์ค ราชพฤกษ์,THE WALK RATCHAPHRUEK BRANCH,25550223
002,1638,สาขาถนนบางบัวทอง-สุพรรณบุรี กม.45,BANGBUATHONG-SUPHANBURI ROAD Km.45,25550217
002,1640,สาขามิ้นท์ วิลเลจ ติวานนท์,MINT VILLAGE TIWANON BRANCH,25570311
002,1641,สาขาเดอะ คริสตัล ราชพฤกษ์,THE CRYSTAL RATCHAPRUEK BRANCH,25571107
002,1642,สาขาเดอะ คริสตัล พีทีที ชัยพฤกษ์,THE CRYSTAL PTT CHAIYAPRUEK BRANCH,25570430
002,1643,สาขาท่าอิฐ (นนทบุรี),THA IT (NONTHABURI) BRANCH,25561219
002,1644,สาขาบัวทองสแควร์,BUA-THONG SQUARE BRANCH,25570403
002,1645,สาขาตลาดพูนทรัพย์,TALAD PHOONSAP,25520427
002,1646,สาขาบิ๊กซี ลำลูกกา 2,BIG C LUMLUKKA 2 BRANCH,25521008
002,1647,สาขาเอ็มพาร์ค รังสิต คลอง 3,M PARK RANGSIT KLONG 3 BRANCH,25521127
002,1648,สาขาถนนบางขันธ์-คลองหลวง,BANGKAN ROAD-KLONGLUANG BRANCH,25560125
002,1649,สาขามหาวิทยาลัยกรุงเทพ (วิทยาเขตรังสิต),BANGKOK UNIVERSITY (RANGSIT CAMPUS) BRANCH,25570221
002,1650,สาขาระแหง,RAHAENG BRANCH,25570408
002,1651,สาขาฟิวเจอร์พาร์ค รังสิต 2,FUTURE PARK RANGSIT 2 BRANCH,25571016
002,1652,สาขาตลาดไอยรา,IYARA MARKET BRANCH,25580429
002,1653,สาขาลำลูกกา คลอง 8,,25590318
002,1654,สาขามหาวิทยาลัยรังสิต 2,RANGSIT UNIVERSITY 2 BRANCH,25591005
002,1655,สาขามาร์เก็ตเพลส รังสิต คลอง1,MARKET PLACE RANGSIT KLONG1 BRANCH,25600309
002,1663,สาขาเทสโก้ โลตัส ศรีนครินทร์,TESCO LOTUS SRINAKHARIN BRANCH,25520107
002,1664,สาขาบิ๊กซี สมุทรปราการ,BIG C SAMUTHPRAKARN BRANCH,25531126
002,1665,สาขาบางโฉลง,BANGCHALONG BRANCH,25550127
002,1666,สาขาเทสโก้ โลตัส แพรกษา,TESCO LOTUS PRAKSA BRANCH,25541124
002,1667,สาขาบิ๊กซี บางพลี,BIG C BANGPHLEE BRANCH,25561011
002,1668,สาขาเทศบาลตำบลแพรกษา,PRAKSA SUBDISTRICT MUNICIPALITY BRANCH,25580320
002,1669,สาขาโรบินสัน สมุทรปราการ,ROBINSON SAMUTPRAKARN BRANCH,25571031
002,1670,สาขาบิ๊กซี ปาล์ม ไอล์แลนด์,BIG C PALM ISLAND BRANCH,25600224
002,1671,สาขาบิ๊กซี สุขสวัสดิ์,BIG C SUKSAWAT BRANCH,25600201
002,1672,สาขาบิ๊กซี มหาชัย,BIG C MAHACHAI BRANCH,25530401
002,1673,สาขาเทสโก้ โลตัส กระทุ่มแบน,TESCO LOTUS KRATHUM BAEN BRANCH,25531021
002,1674,สาขาพุทธสาคร,PHUTTHASAKHON BRANCH,25551109
002,1675,สาขาอัสสัมชัญ พระราม 2,ASSUMPTION RAMA 2 BRANCH,25570730
002,1676,สาขาเทสโก้ โลตัส มหาชัย 2,TESCO LOTUS MAHACHAI 2 BRANCH,25570725
002,1677,สาขาเซ็นทรัล พลาซา มหาชัย,Central Plaza Mahachai Branch,25601123
002,1682,สาขาโรงพยาบาลรามาธิบดีจักรีนฤบดินทร์,RAMADHIBODI CHAKRI NARUEBODINDRA HOSPITAL BRANCH,25601221
002,1683,สาขาเซ็นทรัล เวสต์เกต,CENTRAL WESTGATE BRANCH,25580828
002,1684,สาขาโรบินสัน ศรีสมาน,ROBINSON SRISAMAN BRANCH,25581111
002,2041,สาขาบิ๊กซี หางดง 2,BIG C HANGDONG 2 BRANCH,25520109
002,2042,สาขาสยามทีวี เชียงใหม่,SIAM T.V. CHIANGMAI BRANCH,25530129
002,2043,สาขามหาวิทยาลัยราชภัฎเชียงใหม่,Chiangmai Rajabhat University Branch,25530402
002,2044,สาขาไชยปราการ เชียงใหม่,CHAIPRAKARN CHIANG MAI BRANCH,25550330
002,2046,สาขาตลาดแม่เหียะ เชียงใหม่,Talad Mae Hia Chiang Mai Branch,25560426
002,2047,สาขาพรอมเมนาดา เชียงใหม่,Promenada Chiang Mai Branch,25560712
002,2048,สาขาเทสโก้ โลตัส รวมโชค เชียงใหม่,TESCO LOTUS RUAM CHOKE CHIANG MAI BRANCH,25560802
002,2049,สาขาเซ็นทรัล เฟสติวัล เชียงใหม่,CENTRAL FESTIVAL CHIANG MAI BRANCH,25561114
002,2050,สาขาบุญถาวร เชียงใหม่,BOONTHAVORN CHIANG MAI BRANCH,25571210
002,2067,สาขาเซ็นทรัล พลาซา เชียงราย,CENTRAL PLAZA CHIANG RAI BRANCH,25540330
002,2068,สาขาเทสโก้ โลตัส เชียงของ,TESCO LOTUS CHIANGKHONG BRANCH,25560726
002,2075,สาขาเทสโก้ โลตัส ตาก,TESCO LOTUS TAK BRANCH,25541006
002,2076,สาขาเทสโก้ โลตัส เวียงสา,TESCO LOTUS WIENGSA BRANCH,25550403
002,2077,สาขาหน้ามหาวิทยาลัยพะเยา,UNIVERSITY OF PHAYAO BRANCH,25560125
002,2082,สาขาเซ็นทรัล พลาซา พิษณุโลก,CENTRAL PLAZA PHITSANULOK BRANCH,25541020
002,2083,สาขาเทสโก้ โลตัส พิษณุโลก ท่าทอง,TESCO LOTUS PHITSANULOK TATHONG BRANCH,25551227
002,2084,สาขาสี่แยกอินโดจีน พิษณุโลก,INDOCHINA INTERSECTION PHITSANULOK BRANCH,25581002
002,2095,สาขาเทสโก้ โลตัส ห้างฉัตร,TESCO LOTUS HANGCHAD BRANCH,25550405
002,2096,สาขาเทสโก้ โลตัส ปงสนุก,TESCO LOTUS PONG SANOOK BRANCH,25550704
002,2097,สาขาเซ็นทรัล พลาซา ลำปาง,CENTRAL PLAZA lAMPANG BRANCH,25551130
002,2099,สาขาตลาดลำพูน จตุจักร,LAMPHUN CHATUCHAK MARKET BRANCH,25590212
002,2144,สาขาเทสโก้ โลตัส เมืองสุโขทัย,TESCO LOTUS MUANG SUKHOTHAI BRANCH,25560830
002,2146,สาขาพัฒนานิคม,PATTANANIKOM BRANCH,25580807
002,2147,สาขาถนนเจษฎาบดินทร์,CHETSADA BODIN ROAD BRANCH,25541222
002,2151,สาขาบิ๊กซี จันทบุรี,BIG C CHANTHABURI BRANCH,25541219
002,2156,สาขาเซ็นทรัลทรัลเฟสติวัล พัทยาบีช,CENTRAL FESTIVAL PATTAYA BEACH BRANCH,25520127
002,2157,สาขาเทสโก้ โลตัส อมตะนคร ชลบุรี,TESCO LOTUS AMATANAKORN CHONBURI BRANCH,25521021
002,2158,สาขาเทสโก้ โลตัส บ่อวิน,TESCO LOTUS BOWIN CHONBURI BRANCH,25531125
002,2159,สาขาเซ็นทรัล พลาซ่า ชลบุรี,CENTRAL PLAZA CHONBURI BRANCH,25541101
002,2161,สาขาวอล์คกิ้ง สตรีท พัทยา,WALKING STREET PATTAYA BRANCH,25541226
002,2162,สาขาซอยบัวขาว พัทยา,SOI BUAKHAO PATTAYA BRANCH,25551012
002,2163,สาขาบ่อทอง ชลบุรี,BORTHONG CHONBURI BRANCH,25550817
002,2164,สาขาซอยเนินพลับหวาน,SOI NOEN PLUB WHAN BRANCH,25561115
002,2165,สาขาถนนเทพประสิทธิ์ พัทยา,THEPPRASIT ROAD PATTAYA BRANCH,25570620
002,2166,สาขาสยามคันทรีคลับ,SIAM COUNTRY CLUB BRANCH,25571017
002,2167,สาขาแหลมฉบัง ศรีราชา,LAEM CHABANG SRIRACHA BRANCH,25590325
002,2168,สาขาบ้านเก่า ชลบุรี,BAN KAO CHONBURI BRANCH,25580717
002,2169,สาขาศรีราชา 2,SRIRACHA 2 BRANCH,25581218
002,2171,สาขาพัทยากลาง,CENTRAL PATTAYA BRANCH,25590226
002,2172,สาขาอาทาระ ศรีราชา,ATARA SRIRACHA  BRANCH,25601208
002,2177,สาขาเทสโก้ โลตัส ตราด,Tesco Lotus Trat  Branch,25540810
002,2181,สาขานิคมอุตสาหกรรมเหมราช ระยอง,HEMARAJ INDUSTRIAL ESTATES BRANCH,25570912
002,2182,สาขาเซ็นทรัล พลาซ่า ระยอง,CENTRALPLAZA RAYONG BRANCH,25580527
002,2188,สาขาบิ๊กซี สมุทรสงคราม,BIG C SAMUTSONGKHRAM BRANCH,25560902
002,2191,สาขาบ่อพลอย-นิวกรุงไทย,BOPLOY NEW KRUNGTHAI BRANCH,25540408
002,2192,สาขาโรบินสัน กาญจนบุรี,ROBINSON KANCHANABURI,25560228
002,2195,สาขาบิ๊กซี กำแพงเพชร,BIG C KAMPHAENGPHET BRANCH,25531203
002,2243,สาขาเกษตรไทยอุตสาหกรรมน้ำตาล,KASET THAI INDUSTRY SUGAR BRANCH,25560404
002,2244,สาขาเทสโก้ โลตัส นครสวรรค์ 2,TESCO LOTUS NAKORNSAWAN 2 BRANCH,25560221
002,2250,สาขาตลาดศรีเมือง ราชบุรี,TALAD SRIMUANG RATCHABURI BRANCH,25550302
002,2251,สาขาถนนสมบูรณ์กุล ราชบุรี,SOMBOONKUL ROAD RATCHABURI BRANCH,25570710
002,2260,สาขาบิ๊กซี ลพบุรี 2,BIC C LOPBURI 2 BRANCH,25521218
002,2263,สาขาโรบินสัน สุพรรณบุรี,ROBINSON SUPHANBURI BRANCH,25550302
002,2264,สาขาบิ๊กซี สุพรรณบุรี,BIG C SUPHANBURI BRANCH,25560927
002,2265,สาขาด่านช้าง สุพรรณบุรี,DANCHANG SUPHAN BURI BRANCH,25591219
002,2268,สาขาบิ๊กซี อ่างทอง,BIG C ANG THONG BRANCH,25560528
002,2277,สาขาบ้านนา,BANNA BRANCH,25550910
002,2278,สาขาเทสโก้ โลตัส นครนายก,TESCO LOTUS NAKONNAYOK BRANCH,25570522
002,2279,สาขาเทอร์มินอล 21 โคราช,TERMINAL 21  KORAT BRANCH,25591219
002,2280,สาขาเซ็นทรัล พลาซา นครราชสีมา,Central Plaza Nakhon Ratchasima Branch,25601103
002,2287,สาขาโรบินสัน บุรีรัมย์,ROBINSON BURIRAM BRANCH,25580729
002,2341,สาขาเทสโก้ โลตัส กบินทร์บุรี,TESCO LOTUS KABINBURI BRANCH,25541130
002,2342,สาขาเทสโก้ โลตัส ปราจีนบุรี,TESCO LOTUS PRACHINBURI BRANCH,25550111
002,2350,สาขาโรบินสัน สระบุรี,ROBINSON SARABURI BRANCH,25561122
002,2351,สาขาเขตอุตสาหกรรมเหมราช สระบุรี,HEMARAJ SARABURI INDUSTRIAL ZONE BRANCH,25581127
002,2353,สาขาโรบินสัน สุรินทร์,ROBINSON SURIN BRANCH,25561220
002,2359,สาขาสุนีย์แกรนด์ซิตี้มอลล์,SUNEE GRAND CITY MALL BRANCH,25550726
002,2360,สาขาเซ็นทรัล พลาซา อุบลราชธานี,CENTRALPLAZA UBONRATCHATHANI BRANCH,25560405
002,2364,สาขาบิ๊กซี กาฬสินธุ์,BIG C KALASIN BRANCH,25560801
002,2366,สาขาเซ็นทรัล พลาซ่า ขอนแก่น,CENTRAL PLAZA KHON KAEN BRANCH,25521203
002,2367,สาขาเทสโก้ โลตัส ชุมแพ,TESCO LOTUS CHUMPHAE BRANCH,25540217
002,2368,สาขาเทสโก้ โลตัส ขอนแก่น 2,TESCO LOTUS KHON KAEN 2 BRANCH,25541201
002,2369,สาขาเทสโก้ โลตัส หนองสองห้อง,TESCO LOTUS NONG SONG HONG BRANCH,25550517
002,2370,สาขาหน้าพิพิธภัณฑ์ขอนแก่น,THE FRONT MUSEUM KHON KAEN BRANCH,25561115
002,2373,สาขาแก้งคร้อ,KAENG KHRO BRANCH,25581218
002,2375,สาขาบิ๊กซี นครพนม,BIG C NAKHONPHANOM BRANCH,25570418
002,2378,สาขาบิ๊กซี หล่มสัก,BIG C LOMSAK BRANCH,25540916
002,2382,สาขาเสริมไทย คอมเพล็กซ์ มหาสารคาม,SERMTHAI COMPLEX MAHASARAKHAM BRANCH,25570829
002,2383,สาขาโกสุมพิสัย มหาสารคาม,KOSUM PHISAI MAHASARAKHAM BRANCH,25581228
002,2384,สาขาหน้ามหาวิทยาลัยมหาสารคาม,THE FRONT MAHASARAKHAM UNIVERSITY BRANCH,25581225
002,2385,สาขาบิ๊กซี มุกดาหาร,BIG  C MUKDAHAN BRANCH,25550928
002,2386,สาขาศาลากลางจังหวัดร้อยเอ็ด,ROI ET PROVINCIAL OFFICE BRANCH,25541007
002,2387,สาขาเทสโก้ โลตัส เลย,TESCO LOTUS LOEI BRANCH,25531119
002,2388,สาขาเทสโก้ โลตัส ด่านซ้าย,TESCO LOTUS DAN SAI BRANCH,25550105
002,2389,สาขาโรบินสัน สกลนคร,ROBINSON SAKOL NAKHON BRANCH,25560627
002,2398,สาขาเซ็นทรัล พลาซา อุดรธานี,CENTRAL PLAZA UDONTHANI BRANCH,25550411
002,2399,สาขาบ้านดุง อุดรธานี,BAN DUNG UDONTHANI BRANCH,25560125
002,2441,สาขาบ้านผือ อุดรธานี,BAN PHUE UDONTHANI BRANCH,25560118
002,2442,สาขาเทสโก้ โลตัส กุมภวาปี,TESCO LOTUS KUMPHAWAPI BRANCI,25551221
002,2443,สาขาเซ็นทรัล พลาซา นครศรีธรรมราช,CENTRAL PLAZA NAKHON SI THAMMARAT BRANCH,25590728
002,2459,สาขาศาลากลางจังหวัดสงขลา,SONGKHLA PROVINCIAL OFFICE BRANCH,25551005
